"","start","end","mass","entrynames","ID"
"418",455,462.5,180.08078,"C13H9N$M+H",2
"419",460,482.5,103.07536,"C5H10O2$M+H",2
"420",462.5,467.5,149.07094,"C8H8N2O$M+H",2
"421",465,482.5,245.13623,"C9H18B2O6$M+H",2
"422",467.5,475,179.12779,"C8H18O4$M+H",2
"423",470,475,246.11247,"C14H15NO3$M+H",2
"424",477.5,482.5,280.09596,"C12H14ClN5O$M+H",2
"425",492.5,522.5,223.154,"C10H22O5$M+H#C10H22O5$M+H",2
"426",492.5,497.5,271.09648,"C16H14O4$M+H",2
"427",500,510,282.090195,"C12H15N3O3S$M+H#C14H16ClNO3$M+H",2
"428",502.5,512.5,279.091345,"C12H14N4O2S$M+H#C20H10N2$M+H",2
"429",507.5,512.5,229.19105,"C12H24N2O2$M+H",2
"430",507.5,517.5,255.11997,"C16H18OSi$M+H",2
"431",512.5,520,217.95597,"C5H4BrN3O2$M+H",2
"432",517.5,525,191.104215,"C7H15ClN4$M+H#C7H14N2O4$M+H",2
"433",517.5,525,193.98824,"C5H5Cl2N3O$M+H",2
"434",522.5,527.5,192.07675,"C9H9N3O2$M+H",2
"435",527.5,557.5,167.12912,"C10H18N2$M+H#C6H10N6$M+H",2
"436",527.5,542.5,182.12878,"C9H15N3O$M+H",2
"437",527.5,532.5,277.11753,"C10H22NaO5P$M+H",2
"438",527.5,532.5,345.10811,"C17H16N2O6$M+H",2
"439",532.5,562.5,239.15025,"C11H18N4O2$M+H",2
"440",532.5,562.5,256.01513,"C9H7Cl2N5$M+H",2
"441",532.5,545,259.01565,"C14H7ClO3$M+H",2
"442",542.5,550,230.12879,"C13H15N3O$M+H",2
"443",545,550,251.00085,"C7H13Cl3O3$M+H",2
"444",555,562.5,240.15289,"C12H21N3S$M+H",2
"445",560,590,162.09134,"C10H11NO$M+H",2
"446",560,565,171.18557,"C10H22N2$M+H",2
"447",562.5,580,181.072,"C7H8N4O2$M+H",2
"448",562.5,592.5,239.15025,"C11H18N4O2$M+H",2
"449",562.5,592.5,256.039465,"C9H7Cl2N5$M+H#C11H13NO4S$M+H",2
"450",565,595,134.09642,"C9H11N$M+H",2
"451",580,590,255.11997,"C16H18OSi$M+H",2
"452",590,620,191.07027,"C11H10O3$M+H",2
"453",590,597.5,214.08223,"C8H11N3O4$M+H",2
"454",592.5,622.5,134.07127,"C7H7N3$M+H",2
"455",592.5,600,199.08659,"C12H10N2O$M+H",2
"456",595,615,106.06513,"C7H7N$M+H",2
"457",597.5,612.5,135.06835,"C5H11ClN2$M+H",2
"458",600,617.5,408.12536,"C16H15F6N5O$M+H",2
"459",615,620,252.98827,"C6H14KO2PS2$M+H",2
"460",617.5,630,142.9928,"C3H7ClO2S$M+H",2
"461",617.5,625,200.9717,"C6H6BBrO2$M+H",2
"462",620,632.5,344.24315,"C18H33NO5$M+H",2
"463",620,627.5,415.16523,"C25H22N2O4$M+H",2
"464",622.5,630,151.03244,"C7H6N2S$M+H",2
"465",627.5,635,189.9821,"C7H5Cl2NO$M+H",2
"466",627.5,635,300.21748,"C16H29NO4$M+H",2
"467",632.5,662.5,324.10125,"C14H17N3O4S$M+H",2
"468",637.5,652.5,255.06274,"C13H9F3O2$M+H#C8H15O7P$M+H",2
"469",637.5,642.5,262.18015,"C16H23NO2$M+H",2
"470",640,647.5,160.08692,"C9H9N3$M+H",2
"471",640,650,190.09748,"C10H11N3O$M+H",2
"472",647.5,677.5,230.0069,"C5H12NO3PS2$M+H",2
"473",647.5,655,326.23258,"C18H31NO4$M+H",2
"474",652.5,690,155.03337,"C4H11O4P$M+H#C4H2N4O3$M+H",2
"475",652.5,662.5,185.08217,"C10H8N4$M+H",2
"476",655,662.5,129.01957,"C6N4$M+H",2
"477",662.5,677.5,268.109065,"C14H21NO4$M+H#C12H13NO4S$M+H",2
"478",662.5,672.5,296.06995,"C12H13N3O4S$M+H",2
"479",665,670,175.08659,"C10H10N2O$M+H",2
"480",672.5,680,271.04984,"C10H16Cl2O4$M+H",2
"481",672.5,692.5,377.21431,"C14H28N6O6$M+H",2
"482",677.5,685,167.15427,"C10H18N2$M+H",2
"483",690,720,148.08692,"C8H9N3$M+H",2
"484",692.5,722.5,136.07569,"C8H9NO$M+H",2
"485",692.5,722.5,152.01646,"C7H5NOS$M+H",2
"486",697.5,702.5,194.09643,"C14H11N$M+H",2
"487",697.5,702.5,268.94366,"C8H6Cl2O4S$M+H",2
"488",702.5,732.5,267.1346,"C14H10N4O2$M+H#C13H22N4O2$M+H",2
"489",702.5,710,344.24315,"C18H33NO5$M+H",2
"490",710,747.5,280.125145,"C12H14ClN5O$M+H#C15H21NO4$M+H",2
"491",720,752.5,136.04862,"C7H5NS$M+H#C8H9NO$M+H",2
"492",727.5,760,188.06975,"C6H10ClN5$M+H#C6H10ClN5$M+H",2
"493",727.5,740,269.08554,"C14H12N4S$M+H",2
"494",732.5,737.5,457.16908,"C22H29FO7S$M+H",2
"495",740,770,205.04201,"C12H12O3$M+H#C5H5BrN2O2$M+H#C11H12N2S$M+H",2
"496",742.5,750,326.23258,"C18H31NO4$M+H",2
"497",747.5,757.5,174.0541,"C5H8ClN5$M+H",2
"498",755,785,199.06327,"C9H11ClN2O$M+H",2
"499",755,772.5,200.063465,"C7H9N3O4$M+H#C7H15Cl2NO$M+H",2
"500",757.5,765,201.06923,"C8H12N2O2S$M+H",2
"501",760,767.5,167.15427,"C10H18N2$M+H",2
"502",790,795,210.92261,"C2H2F3I$M+H#C5HCl3N2O$M+H",2
"503",790,820,215.09611,"C8H14N4OS$M+H",2
"504",790,820,237.10224,"C15H12N2O$M+H",2
"505",790,800,238.09932,"C13H16ClNO$M+H",2
"506",792.5,797.5,239.10263,"C11H14N2O4$M+H",2
"507",795,800,236.05873,"C8H13NO5S$M+H",2
"508",797.5,805,204.99299,"C7H6Cl2N2O$M+H",2
"509",807.5,837.5,280.15433,"C15H21NO4$M+H",2
"510",812.5,830,258.12535,"C12H20NO3P$M+H",2
"511",812.5,842.5,305.17607,"C19H20N4$M+H",2
"512",820,825,187.10772,"C8H14N2O3$M+H",2
"513",820,850,215.09611,"C8H14N4OS$M+H",2
"514",825,835,176.95457,"C5H5BrO2$M+H",2
"515",832.5,862.5,202.0854,"C7H12ClN5$M+H",2
"516",835,840,154.01665,"C6H4ClN3$M+H",2
"517",837.5,867.5,280.15433,"C15H21NO4$M+H",2
"518",842.5,850,420.09723,"C17H17N5O6S$M+H#C21H23BrFNO2$M+H",2
"519",842.5,872.5,515.24415,"C33H30N4O2$M+H",2
"520",852.5,882.5,192.13829,"C12H17NO$M+H",2
"521",852.5,872.5,214.079115,"C8H11N3O4$M+H#C8H17Cl2NO$M+H",2
"522",862.5,892.5,202.0854,"C7H12ClN5$M+H",2
"523",867.5,892.5,219.10157,"C13H14O3$M+H",2
"524",872.5,887.5,354.16998,"C21H23NO4$M+H#C21H23NO4$M+H",2
"525",875,902.5,218.09757,"C13H12FNO$M+H",2
"526",885,915,441.16728,"C21H29O8P$M+H#C24H20N6O3$M+H",2
"527",887.5,897.5,132.08078,"C9H9N$M+H",2
"528",892.5,922.5,202.0854,"C7H12ClN5$M+H",2
"529",892.5,922.5,215.09611,"C8H14N4OS$M+H",2
"530",897.5,927.5,233.02429,"C9H10Cl2N2O$M+H",2
"531",907.5,915,305.17607,"C19H20N4$M+H",2
"532",917.5,922.5,396.02062,"C16H13NO7S2$M+H",2
"533",920,950,207.14919,"C12H18N2O$M+H",2
"534",922.5,957.5,215.09611,"C8H14N4OS$M+H#C8H14N4OS$M+H",2
"535",922.5,932.5,236.1645,"C14H21NO2$M+H",2
"536",930,947.5,262.00879,"C13H8ClNOS$M+H",2
"537",930,945,297.29004,"C18H36N2O$M+H",2
"538",932.5,962.5,105.06988,"C8H8$M+H",2
"539",945,960,211.07133,"C9H10N2O4$M+H",2
"540",947.5,957.5,103.05423,"C8H6$M+H",2
"541",950,957.5,132.08078,"C9H9N$M+H",2
"542",962.5,992.5,259.00767,"C9H11BrN2O2$M+H",2
"543",965,995,230.1167,"C9H16ClN5$M+H",2
"544",965,995,233.113955,"C14H16O3$M+H#C13H16N2S$M+H",2
"545",965,980,388.13101,"C21H22ClNO4$M+H",2
"546",967.5,975,236.00835,"C3H11NO7P2$M+H",2
"547",975,1005,278.10546,"C14H16ClN3O$M+H#C14H16ClN3O$M+H",2
"548",980,1010,207.14919,"C12H18N2O$M+H",2
"549",995,1007.5,288.2897,"C17H37NO2$M+H",2
"550",997.5,1005,215.09611,"C8H14N4OS$M+H",2
"551",997.5,1005,303.07577,"C10H14N4O5S$M+H",2
"552",1005,1032.5,174.0541,"C5H8ClN5$M+H",2
"553",1005,1012.5,202.0854,"C7H12ClN5$M+H",2
"554",1005,1035,233.113955,"C13H16N2S$M+H#C14H16O3$M+H",2
"555",1007.5,1020,175.054295,"C3H12Cl2N4$M+H#C3H6N6O3$M+H",2
"556",1010,1040,207.14919,"C12H18N2O$M+H",2
"557",1015,1045,216.10105,"C8H14ClN5$M+H",2
"558",1025,1032.5,142.9928,"C3H7ClO2S$M+H",2
"559",1037.5,1060,244.05554,"C9H7F6N$M+H",2
"560",1037.5,1047.5,245.05906,"C9H12N2O4S$M+H",2
"561",1037.5,1045,247.05595,"C11H15ClO2S$M+H",2
"562",1040,1045,168.08414,"C9H13NS$M+H",2
"563",1052.5,1060,259.00767,"C9H11BrN2O2$M+H",2
"564",1055,1060,202.0854,"C7H12ClN5$M+H",2
"565",1055,1085,230.1167,"C9H16ClN5$M+H",2
"566",1095,1105,316.321,"C19H41NO2$M+H",2
"567",1097.5,1127.5,276.08195,"C12H18ClNO2S$M+H#C12H18ClNO2S$M+H",2
"568",1097.5,1107.5,278.0134,"C14H9Cl2NO$M+H",2
"569",1097.5,1105,297.01319,"C7H3F11$M+H",2
"570",1100,1110,296.02396,"C14H11Cl2NO2$M+H",2
"571",1110,1125,207.14919,"C12H18N2O$M+H",2
"572",1115,1125,316.321,"C19H41NO2$M+H",2
"573",1117.5,1132.5,294.16998,"C16H23NO4$M+H",2
"574",1127.5,1157.5,284.14118,"C15H22ClNO2$M+H",2
"575",1127.5,1145,287.14122,"C14H23O4P$M+H",2
"576",1130,1140,176.10699,"C11H13NO$M+H",2
"577",1130,1145,248.1645,"C15H21NO2$M+H",2
"578",1132.5,1137.5,288.14416,"C13H21NO6$M+H",2
"579",1217.5,1255,284.14118,"C15H22ClNO2$M+H#C15H22ClNO2$M+H",2
"580",1220,1240,289.15466,"C16H20N2O3$M+H#C16H20N2O3$M+H",2
"581",1220,1227.5,328.08071,"C12H14ClN5O4$M+H",2
"582",1222.5,1227.5,287.23694,"C20H30O$M+H",2
"583",1225,1235,325.22507,"C14H33N2O4P$M+H",2
"584",1227.5,1232.5,236.9571,"C7H6FI$M+H",2
"585",1227.5,1232.5,305.12845,"C19H16N2O2$M+H",2
"586",117.5,122.5,224.00694,"C10H10BrN$M+H",3
"587",137.5,150,237.95877,"C8H6Cl3NO$M+H",3
"588",357.5,362.5,233.12845,"C13H16N2O2$M+H",3
"589",420,437.5,228.11314,"C13H13N3O$M+H",3
"590",420,447.5,246.1237,"C13H15N3O2$M+H",3
"591",422.5,445,214.09749,"C12H11N3O$M+H",3
"592",425,440,290.16115,"C14H19N5O2$M+H",3
"593",455,460,208.07569,"C14H9NO$M+H",3
"594",455,462.5,210.09134,"C14H11NO$M+H",3
"595",455,462.5,254.08117,"C15H11NO3$M+H",3
"596",455,462.5,316.16556,"C17H21N3O3$M+H",3
"597",455,460,348.10778,"C17H17NO7$M+H",3
"598",460,467.5,143.15427,"C8H18N2$M+H",3
"599",460,472.5,146.022575,"C3H4ClN5$M+H#C3H3F4NO$M+H",3
"600",462.5,492.5,174.0541,"C5H8ClN5$M+H",3
"601",462.5,475,175.054295,"C3H12Cl2N4$M+H#C3H6N6O3$M+H",3
"602",462.5,492.5,223.154,"C10H22O5$M+H",3
"603",470,475,319.11627,"C14H10N10$M+H",3
"604",507.5,517.5,287.14618,"C17H22O2Si$M+H",3
"605",507.5,517.5,349.1832,"C20H28O3S$M+H",3
"606",532.5,537.5,366.11724,"C16H14F3N5O2$M+H",3
"607",535,565,134.09642,"C9H11N$M+H",3
"608",535,542.5,240.15289,"C12H21N3S$M+H",3
"609",537.5,567.5,268.19072,"C15H25NO3$M+H",3
"610",537.5,567.5,274.11862,"C14H15N3O3$M+H",3
"611",540,552.5,135.09998,"C6H15FSi$M+H",3
"612",545,550,285.21727,"C15H28N2O3$M+H",3
"613",560,595,191.067843333333,"C11H10O3$M+H#C10H10N2S$M+H#C6H10F4O2$M+H",3
"614",562.5,590,279.144775,"C13H18N4O3$M+H#C12H22O7$M+H",3
"615",565,570,302.12398,"C13H19NO7$M+H",3
"616",567.5,597.5,206.08117,"C11H11NO3$M+H",3
"617",567.5,585,230.12879,"C13H15N3O$M+H",3
"618",572.5,605,324.101575,"C14H17N3O4S$M+H#C22H13NO2$M+H",3
"619",585,610,211.04459,"C9H18N6$M+H#C2H2F3I$M+H",3
"620",590,602.5,298.20128,"C16H27NO4$M+H#C16H27NO4$M+H",3
"621",595,600,389.16044,"C16H29NaO7S$M+H",3
"622",597.5,610,149.04445,"C5H8O5$M+H",3
"623",602.5,607.5,268.19072,"C15H25NO3$M+H",3
"624",602.5,607.5,300.02437,"C12H14IN$M+H",3
"625",605,612.5,200.9717,"C6H6BBrO2$M+H",3
"626",617.5,647.5,230.0069,"C5H12NO3PS2$M+H",3
"627",617.5,627.5,275.06467,"C12H19BrO2$M+H#C7H19ClN2O3SSi$M+H",3
"628",622.5,630,269.08554,"C14H12N4S$M+H",3
"629",622.5,627.5,271.08178,"C12H14O7$M+H",3
"630",622.5,630,308.22202,"C18H29NO3$M+H",3
"631",640,660,254.05939,"C10H11N3O3S$M+H",3
"632",640,670,309.19078,"C14H28O7$M+H",3
"633",640,655,344.24315,"C18H33NO5$M+H",3
"634",652.5,660,285.2972,"C18H40Si$M+H",3
"635",655,685,183.07807,"C6H15O4P$M+H",3
"636",655,662.5,207.06443,"C6H10F4O3$M+H#C6H11ClN4O2$M+H",3
"637",665,672.5,341.12845,"C22H16N2O2$M+H",3
"638",665,695,345.18805,"C20H28O3Si$M+H",3
"639",675,705,154.014385,"C6H4ClN3$M+H#C7H4FNS$M+H",3
"640",675,682.5,287.14618,"C17H22O2Si$M+H",3
"641",675,682.5,302.16517,"C20H19N3$M+H",3
"642",700,707.5,171.18557,"C10H22N2$M+H",3
"643",700,730,330.13698,"C15H23NO5S$M+H",3
"644",705,712.5,221.07094,"C14H8N2O$M+H",3
"645",705,712.5,249.07672,"C8H17NaO5S$M+H",3
"646",705,725,298.11076,"C14H19NO4S$M+H",3
"647",710,717.5,427.0822,"C19H20Cl2N2O5$M+H",3
"648",712.5,725,155.04677,"C4H11O4P$M+H#C4H11O4P$M+H",3
"649",712.5,717.5,242.17562,"C13H23NO3$M+H",3
"650",717.5,722.5,252.05899,"C14H9N3S$M+H",3
"651",720,727.5,167.15427,"C10H18N2$M+H",3
"652",730,737.5,326.23258,"C18H31NO4$M+H",3
"653",730,760,330.13698,"C15H23NO5S$M+H",3
"654",730,740,411.10813,"C15H18N6O6S$M+H",3
"655",730,735,431.24378,"C20H39NaO6S$M+H",3
"656",745,762.5,261.02332,"C9H13BrN2O2$M+H",3
"657",747.5,755,262.02655,"C13H8ClNO3$M+H",3
"658",747.5,752.5,328.24878,"C18H33NO4$M+H",3
"659",747.5,752.5,415.1441,"C28H18N2O2$M+H",3
"660",757.5,762.5,203.0668,"C7H10N2O5$M+H",3
"661",757.5,762.5,223.04234,"C11H10O3S$M+H",3
"662",762.5,767.5,159.09167,"C10H10N2$M+H",3
"663",792.5,800,261.09101,"C18H12O2$M+H",3
"664",792.5,797.5,276.0615,"C12H9N3O5$M+H",3
"665",792.5,822.5,295.15455,"C16H22O5$M+H",3
"666",795,802.5,282.16008,"C17H19N3O$M+H",3
"667",797.5,802.5,355.16689,"C18H27O5P$M+H#C21H18N6$M+H",3
"668",812.5,842.5,515.24415,"C33H30N4O2$M+H",3
"669",815,822.5,308.18563,"C17H25NO4$M+H",3
"670",817.5,835,389.179925,"C21H25ClN2O3$M+H#C23H24N4O2$M+H",3
"671",817.5,830,391.15987,"C17H26O10$M+H",3
"672",822.5,852.5,192.13829,"C12H17NO$M+H",3
"673",825,830,179.14359,"C12H18O$M+H",3
"674",832.5,852.5,249.13192,"C8H12N10$M+H",3
"675",832.5,862.5,258.12535,"C12H20NO3P$M+H",3
"676",845,865,234.14885,"C14H19NO2$M+H",3
"677",852.5,860,331.11816,"C18H18O6$M+H",3
"678",855,885,217.05919,"C6H12N6O3$M+H#C12H8S2$M+H#C6H9NaO5S$M+H",3
"679",855,882.5,219.08031,"C6H11KO4S$M+H#C8H8Cl2N2O$M+H#C12H14N2S$M+H#C9H19ClN4$M+H",3
"680",862.5,892.5,215.09611,"C8H14N4OS$M+H",3
"681",862.5,867.5,235.12297,"C16H14N2$M+H",3
"682",865,895,216.10105,"C8H14ClN5$M+H",3
"683",867.5,872.5,241.06414,"C10H12N2O3S$M+H",3
"684",877.5,897.5,211.07536,"C14H10O2$M+H#C14H10O2$M+H",3
"685",887.5,895,190.12264,"C12H15NO$M+H",3
"686",887.5,897.5,195.08696,"C7H18O2SSi$M+H#C7H14O6$M+H",3
"687",892.5,897.5,328.24878,"C18H33NO4$M+H",3
"688",895,925,216.10105,"C8H14ClN5$M+H",3
"689",897.5,927.5,248.12812,"C14H17NO3$M+H",3
"690",897.5,930,280.115703333333,"C15H21NO4$M+H#C17H13NO3$M+H#C12H14ClN5O$M+H",3
"691",900,907.5,244.2271,"C14H29NO2$M+H",3
"692",900,930,279.09333,"C18H15OP$M+H#C19H15Cl$M+H#C8H14N4O7$M+H",3
"693",910,940,192.13829,"C12H17NO$M+H",3
"694",932.5,937.5,167.15427,"C10H18N2$M+H",3
"695",932.5,937.5,235.02196,"C8H12Cl2N2Si$M+H",3
"696",932.5,962.5,259.00767,"C9H11BrN2O2$M+H",3
"697",935,940,377.93247,"C10H5NNa2O8S2$M+H",3
"698",940,970,134.09642,"C9H11N$M+H",3
"699",940,970,192.13829,"C12H17NO$M+H",3
"700",940,960,288.2897,"C17H37NO2$M+H",3
"701",942.5,972.5,202.0854,"C7H12ClN5$M+H",3
"702",967.5,972.5,285.2972,"C18H40Si$M+H",3
"703",970,977.5,175.05741,"C3H6N6O3$M+H",3
"704",970,977.5,234.11968,"C7H15N5O4$M+H",3
"705",977.5,1000,202.0854,"C7H12ClN5$M+H#C7H12ClN5$M+H",3
"706",982.5,990,270.16192,"C15H24ClNO$M+H",3
"707",982.5,987.5,271.16523,"C13H22N2O4$M+H",3
"708",982.5,990,411.11244,"C21H24Cl2O4$M+H",3
"709",987.5,992.5,247.08256,"C11H10N4O3$M+H",3
"710",987.5,997.5,304.28517,"C17H37NO3$M+H",3
"711",990,995,243.04186,"C11H11ClO4$M+H",3
"712",990,1030,261.00553,"C9H9Cl2F3O$M+H#C9H9Cl2F3O$M+H",3
"713",1000,1010,224.11822,"C14H13N3$M+H",3
"714",1007.5,1015,234.11968,"C7H15N5O4$M+H",3
"715",1007.5,1017.5,304.28517,"C17H37NO3$M+H",3
"716",1025,1037.5,150.05495,"C8H7NO2$M+H",3
"717",1025,1030,202.0854,"C7H12ClN5$M+H",3
"718",1025,1055,230.1167,"C9H16ClN5$M+H",3
"719",1025,1035,251.00085,"C7H13Cl3O3$M+H",3
"720",1037.5,1067.5,276.08195,"C12H18ClNO2S$M+H",3
"721",1040,1047.5,280.07503,"C12H13N3O3S$M+H",3
"722",1040,1045,281.07804,"C13H16N2OS2$M+H#C15H11F3O2$M+H",3
"723",1040,1045,393.00886,"C12H13ClN4O5S2$M+H",3
"724",1102.5,1112.5,241.0527,"C14H9ClN2$M+H",3
"725",1102.5,1110,249.01921,"C9H10Cl2N2O2$M+H",3
"726",1130,1140,307.12672,"C14H27BrO2$M+H",3
"727",1130,1140,309.12387,"C18H16N2O3$M+H#C13H29BrOSi$M+H",3
"728",1130,1137.5,403.06657,"C19H19IN2$M+H",3
"729",1135,1140,322.09712,"C14H21Cl2NO3$M+H",3
"730",1225,1235,384.09971,"C21H18ClNO4$M+H",3
"731",455,460,370.02435,"C16H13Cl2NO5$M+H",4
"732",460,475,171.18557,"C10H22N2$M+H#C10H22N2$M+H",4
"733",462.5,475,310.15232,"C16H11N3O4$M+H#C14H31NO6$M+H",4
"734",565,570,334.1649,"C18H23NO5$M+H",4
"735",567.5,597.5,274.11862,"C14H15N3O3$M+H",4
"736",567.5,575,337.19826,"C15H24N6O3$M+H",4
"737",575,582.5,171.18557,"C10H22N2$M+H",4
"738",575,580,240.15289,"C12H21N3S$M+H",4
"739",577.5,582.5,217.95597,"C5H4BrN3O2$M+H",4
"740",580,587.5,317.15675,"C18H24O3Si$M+H",4
"741",580,592.5,349.1832,"C20H28O3S$M+H",4
"742",582.5,612.5,188.06975,"C6H10ClN5$M+H",4
"743",582.5,600,268.19072,"C15H25NO3$M+H#C15H25NO3$M+H",4
"744",587.5,617.5,222.04287,"C10H8ClN3O$M+H",4
"745",592.5,625,239.15025,"C11H18N4O2$M+H#C11H18N4O2$M+H",4
"746",597.5,602.5,477.17371,"C21H28N6O3S2$M+H",4
"747",602.5,635,324.101575,"C14H17N3O4S$M+H#C22H13NO2$M+H",4
"748",602.5,607.5,433.11292,"C21H20O10$M+H",4
"749",675,680,335.11895,"C12H20N2Na2O6$M+H",4
"750",675,685,359.20393,"C22H30O2S$M+H#C15H30N6S2$M+H",4
"751",675,680,364.20195,"C22H25N3O2$M+H",4
"752",705,710,326.23258,"C18H31NO4$M+H",4
"753",705,732.5,331.14008,"C16H18N4O4$M+H",4
"754",705,712.5,374.10144,"C17H16ClN5O3$M+H",4
"755",705,717.5,409.1106,"C21H24O3Si3$M+H",4
"756",715,722.5,120.04439,"C7H5NO$M+H",4
"757",715,725,137.07259,"C5H13O2P$M+H",4
"758",715,745,229.07383,"C10H13ClN2O2$M+H",4
"759",720,725,231.07018,"C12H16Cl2$M+H",4
"760",820,825,221.08083,"C12H12O4$M+H",4
"761",825,835,194.15449,"C12H19NO$M+H",4
"762",825,835,204.13884,"C13H17NO$M+H",4
"763",825,830,283.13277,"C10H22N2O5S$M+H",4
"764",825,837.5,386.21867,"C20H27N5O3$M+H",4
"765",827.5,835,123.08093,"C5H13ClN$M+H",4
"766",832.5,872.5,429.095795,"C25H28N6O$M+H#C17H16Br2O3$M+H",4
"767",855,885,284.96115,"C6H12Cl3O4P$M+H",4
"768",855,885,441.16728,"C21H29O8P$M+H#C24H20N6O3$M+H",4
"769",857.5,865,205.13353,"C12H16N2O$M+H",4
"770",857.5,862.5,212.0706,"C13H9NO2$M+H",4
"771",862.5,867.5,256.19072,"C14H25NO3$M+H",4
"772",865,870,276.07858,"C15H14ClNO2$M+H",4
"773",867.5,897.5,248.12812,"C14H17NO3$M+H",4
"774",870,880,175.05741,"C3H6N6O3$M+H",4
"775",890,895,193.13537,"C10H21ClO$M+H",4
"776",890,920,207.14919,"C12H18N2O$M+H",4
"777",920,925,317.04953,"C12H17BrN2O3$M+H",4
"778",920,925,339.0049,"C15H15BrO2S$M+H",4
"779",945,975,278.10546,"C14H16ClN3O$M+H",4
"780",945,962.5,279.105175,"C12H14N4O4$M+H#C18H14O3$M+H",4
"781",947.5,952.5,135.09998,"C6H15FSi$M+H",4
"782",947.5,957.5,206.15394,"C13H19NO$M+H",4
"783",950,980,207.14919,"C12H18N2O$M+H",4
"784",952.5,960,262.0663,"C11H16ClNO2S$M+H",4
"785",987.5,995,352.1768,"C19H21N5O2$M+H",4
"786",987.5,1002.5,388.13101,"C21H22ClNO4$M+H",4
"787",990,995,307.17513,"C14H26O7$M+H",4
"788",990,995,439.24521,"C23H30N6O3$M+H",4
"789",990,997.5,459.21977,"C29H31ClN2O$M+H",4
"790",1042.5,1047.5,183.00637,"C6H2F4O2$M+H",4
"791",1042.5,1047.5,185.00806,"C7H4O6$M+H",4
"792",1042.5,1060,218.15394,"C14H19NO$M+H",4
"793",1042.5,1055,277.08592,"C18H12O3$M+H",4
"794",580,587.5,385.18096,"C23H25FO4$M+H",5
"795",585,597.5,223.04571,"C8H14O3S2$M+H",5
"796",585,592.5,345.18805,"C20H28O3Si$M+H",5
"797",585,590,364.20195,"C22H25N3O2$M+H",5
"798",585,595,411.10206,"C18H19FN2O6S$M+H",5
"799",587.5,595,225.04253,"C10H9ClN2O2$M+H",5
"800",595,607.5,463.23264,"C25H34O8$M+H#C25H34O8$M+H",5
"801",605,610,296.18563,"C16H25NO4$M+H",5
"802",715,722.5,233.07725,"C14H10F2O$M+H",5
"803",715,720,459.13796,"C34H18O2$M+H",5
"804",715,722.5,479.12157,"C22H23ClN2O8$M+H",5
"805",827.5,835,169.12285,"C10H16O2$M+H",5
"806",827.5,835,194.98305,"C4H3ClF4O2$M+H",5
"807",857.5,862.5,222.96883,"C4H9Cl2O4P$M+H",5
"808",857.5,865,237.058,"C12H12O3S$M+H",5
"809",862.5,892.5,258.12535,"C12H20NO3P$M+H",5
"810",862.5,892.5,429.23974,"C25H28N6O$M+H",5
"811",867.5,907.5,280.125145,"C15H21NO4$M+H#C12H14ClN5O$M+H",5
"812",870,880,213.07947,"C10H13ClN2O$M+H",5
"813",950,972.5,210.06802,"C11H12ClNO$M+H",5
"814",950,955,230.03989,"C8H5F6N$M+H",5
"815",950,957.5,281.10565,"C10H20O7Si$M+H",5
"816",950,960,302.08455,"C16H15NO3S$M+H",5
"817",952.5,960,276.07858,"C15H14ClNO2$M+H",5
"818",955,967.5,362.11591,"C19H20ClNO4$M+H",5
"819",952.5,962.5,364.11257,"C17H18FN3O3S$M+H",6
"820",952.5,962.5,384.09723,"C14H17N5O6S$M+H#C22H13N3O4$M+H",6
"821",955,960,386.09516,"C19H19ClF3NS$M+H",6
"822",955,960,405.15756,"C21H25ClN2O4$M+H",6
